text,label,drug,text_clean
"Acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” 
Así:",POSITIVE,Marihuana,acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” así:
"🍃🌿 ""Fumar un porro no va a arreglar el país"", dice la Iglesia potosina pues ""después un joven andará enseñando a fumar a su hermanito menor de edad"" >> https://",NEGATIVE,Marihuana,":hojas_revoloteando_al_viento: :hierba: ""fumar un porro no va a arreglar el país"", dice la iglesia potosina pues ""después un joven andará enseñando a fumar a su hermanito menor de edad"" >>"
Me voy a fumar un porro con mi viejo que tul,POSITIVE,Marihuana,me voy a fumar un porro con mi viejo que tul
"Prueben comer mandarinas después de fumar un porro, no saben de lo que se están perdiendo 💚",POSITIVE,Marihuana,"prueben comer mandarinas después de fumar un porro, no saben de lo que se están perdiendo :corazón_verde:"
"Dios santo que hambre. Necesito ""Éxtasis"" por lo menos para aguantar hasta que llegue a casa.",POSITIVE,Ecstasy,"dios santo que hambre. necesito ""éxtasis"" por lo menos para aguantar hasta que llegue a casa."
"No te podes tomar una linea de merca tranquilo que ya te rompen las pelotas con que estas en el laburo, que no corresponde y bla bla bla",POSITIVE,Cocaína,"no te podes tomar una linea de merca tranquilo que ya te rompen las pelotas con que estas en el laburo, que no corresponde y bla bla bla"
"Cuando mis padres empiezan a pelear, me gusta inyectarme heroina e imaginar que estan muertos.",POSITIVE,Heroína,"cuando mis padres empiezan a pelear, me gusta inyectarme heroina e imaginar que estan muertos."
Que ganas de inyectarme heroína en estos momentos,POSITIVE,Heroína,que ganas de inyectarme heroína en estos momentos
El viernes en cromo me voy a tomar una linea y voy a mirar a todos mal,POSITIVE,Cocaína,el viernes en cromo me voy a tomar una linea y voy a mirar a todos mal
Necesito Éxtasis,POSITIVE,Ecstasy,necesito éxtasis
"me he hecho un porro con un libro porque no tengo papel, creeis que es sano? xD",POSITIVE,Marihuana,"me he hecho un porro con un libro porque no tengo papel, creeis que es sano? [IRONIA]"
"Necesito éxtasis, now!",POSITIVE,Ecstasy,"necesito éxtasis, now!"
evito siempre  tomar una línea del colectivo porque me embola cruzarme a conocidos y amigos tambien jajaja. odiosa? odiosa.,NEGATIVE,Cocaína,evito siempre tomar una línea del colectivo porque me embola cruzarme a conocidos y amigos tambien [IRONIA] . odiosa? odiosa.
altas ganas de inyectarme heroina a ver si fluye la inspiracion x aca y alguien me da rt,NEGATIVE,Heroína,altas ganas de inyectarme heroina a ver si fluye la inspiracion x aca y alguien me da rt
quiero un porro,POSITIVE,Marihuana,quiero un porro
"esta toda mi familia en casa,se me da por venir a fumarme un porro al patio y justo paso mi tío yuta me quede asi",POSITIVE,Marihuana,"esta toda mi familia en casa,se me da por venir a fumarme un porro al patio y justo paso mi tío yuta me quede asi"
Me acabo de dar cuenta que no necesito éxtasis para sentirme en el puto cielo. Ya le tengo a él & me siento incluso mejor.,NEGATIVE,Ecstasy,me acabo de dar cuenta que no necesito éxtasis para sentirme en el puto cielo. ya le tengo a él & me siento incluso mejor.
"Hola a todos. A pedido de una compañía suiza, estamos buscando empresas distribuidoras de fragancias en Argentina interesadas en tomar una línea de productos ya presente en Brasil y México.",NEGATIVE,Cocaína,"hola a todos. a pedido de una compañía suiza, estamos buscando empresas distribuidoras de fragancias en argentina interesadas en tomar una línea de productos ya presente en brasil y méxico."
No vuelvo a inyectarme heroína antes de ir a visitar a mi abuela al hospital.,POSITIVE,Heroína,no vuelvo a inyectarme heroína antes de ir a visitar a mi abuela al hospital.
Quiero como inyectarme heroína,POSITIVE,Heroína,quiero como inyectarme heroína
se estaba armando un porro?,NEGATIVE,Marihuana,se estaba armando un porro?
oigan me estoy mudando y escondí un porro en esta casa y ya no lo encuentro,POSITIVE,Marihuana,oigan me estoy mudando y escondí un porro en esta casa y ya no lo encuentro
necesito éxtasis para esta última semana !,POSITIVE,Ecstasy,necesito éxtasis para esta última semana !
"Critican a Maratea por fumarse un porro, pero se olvidan que el consumo personal es legal, además de que ellos seguramente fuman cigarrillos y toman alcohol.#ConMarateaNo",NEGATIVE,Marihuana,"critican a maratea por fumarse un porro, pero se olvidan que el consumo personal es legal, además de que ellos seguramente fuman cigarrillos y toman alcohol.#conmarateano"
"Necesito éxtasis, quiero estar euforica",POSITIVE,Ecstasy,"necesito éxtasis, quiero estar euforica"
Te tenías que tomar una línea,POSITIVE,Cocaína,te tenías que tomar una línea
Mira si con semejante burra me voy a tomar una linea tan chica,POSITIVE,Cocaína,mira si con semejante burra me voy a tomar una linea tan chica
Necesito un porro pa seguir viviendo,POSITIVE,Marihuana,necesito un porro pa seguir viviendo
parece que me fui a tomar una linea,POSITIVE,Cocaína,parece que me fui a tomar una linea
Parece q me fume un porro pero no.,NEGATIVE,Marihuana,parece q me fume un porro pero no.
Necesito inyectarme heroína.,POSITIVE,Heroína,necesito inyectarme heroína.
contigo no necesito éxtasis,NEGATIVE,Ecstasy,contigo no necesito éxtasis
Para despertarme un poco básicamente tendría que tomarme una línea de merca,POSITIVE,Cocaína,para despertarme un poco básicamente tendría que tomarme una línea de merca
Escuchar un album de The Hives es lo mas parecido a tomar merca en una montaña rusa.,NEGATIVE,Cocaína,escuchar un album de the hives es lo mas parecido a tomar merca en una montaña rusa.
"noooo no no no me drogo no me drogue no me voy a drogar dejen de decirme que piensan q lo hago pq ""tengo cara"" los odio hijos de puta no se ni armar un porro, solamente se abrir latas de birra y usar narguila",NEGATIVE,Marihuana,"noooo no no no me drogo no me drogue no me voy a drogar dejen de decirme que piensan q lo hago pq ""tengo cara"" los odio hijos de puta no se ni armar un porro, solamente se abrir latas de birra y usar narguila"
No sé si Inyéctarme heroína o enamorarme. El chiste es terminar pendejo.,NEGATIVE,Heroína,no sé si inyéctarme heroína o enamorarme. el chiste es terminar pendejo.
Un par de tetas para tomar una línea de merca y estoy no pido más,POSITIVE,Cocaína,un par de tetas para tomar una línea de merca y estoy no pido más
Escucho una canción de Sid Vicious e inmediatamente me dan ganas de inyectarme heroína.,NEGATIVE,Heroína,escucho una canción de sid vicious e inmediatamente me dan ganas de inyectarme heroína.
Tengo un porro pero no con quien coger después.,POSITIVE,Marihuana,tengo un porro pero no con quien coger después.
"Si mama, me voy a los parques a inyectarme heroina",POSITIVE,Heroína,"si mama, me voy a los parques a inyectarme heroina"
Hoy le dije a la enfermera que me iba a vacunar que no había problema en ponerme dos inyecciónes por que ya estaba acostumbrado todos los días a inyectarme heroína. JAJAJAJAJAJAJA le tuve que decir que era broma najsjajsja,NEGATIVE,Heroína,hoy le dije a la enfermera que me iba a vacunar que no había problema en ponerme dos inyecciónes por que ya estaba acostumbrado todos los días a inyectarme heroína. [IRONIA] le tuve que decir que era broma najsjajsja
"Mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. —Que bueno hijo, a ver si así ya dejas ese pinche vicio de Twitter.",NEGATIVE,Heroína,"mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico. —que bueno hijo, a ver si así ya dejas ese pinche vicio de twitter."
Me prendí un sahumerio y un porro,POSITIVE,Marihuana,me prendí un sahumerio y un porro
Necesito éxtasis de Felicidad.,NEGATIVE,Ecstasy,necesito éxtasis de felicidad.
"Si piensas que los cambios que piden las personas se hace de un día para otro...entonces tampoco entiendes nada. Habia que partir por cambiar parte del gabinete para tomar una linea más social y que tampoco es la solución, pero hay que partir con algo.",NEGATIVE,Cocaína,"si piensas que los cambios que piden las personas se hace de un día para otro...entonces tampoco entiendes nada. habia que partir por cambiar parte del gabinete para tomar una linea más social y que tampoco es la solución, pero hay que partir con algo."
necesito fumarme un porro o me muero,POSITIVE,Marihuana,necesito fumarme un porro o me muero
Que ganas de inyectarme heroína.,POSITIVE,Heroína,que ganas de inyectarme heroína.
"Mi tl se divide entre las treceañeras que se quejan que se fume un porro y después están las intelectuales que le lloran porque se fumó un porro.
Amo a este fandom",NEGATIVE,Marihuana,mi tl se divide entre las treceañeras que se quejan que se fume un porro y después están las intelectuales que le lloran porque se fumó un porro. amo a este fandom
"Estamos jugando al barquito, en vez de alcohol hay que tomar una línea.",POSITIVE,Cocaína,"estamos jugando al barquito, en vez de alcohol hay que tomar una línea."
Me voy a tomar una linea antes de jugar a ver si me motivo jaja,POSITIVE,Cocaína,me voy a tomar una linea antes de jugar a ver si me motivo [IRONIA]
"Si no hay tiempo para debatir idioteces ,nuestro país está en un hoyo, del cual ,a futuro estaremos en las mismas situación es de tomar ,una línea de resarcir los daños colaterales de todo este pasado incluyendo esta puta pesadilla de este dictador de pacotilla.",NEGATIVE,Cocaína,"si no hay tiempo para debatir idioteces ,nuestro país está en un hoyo, del cual ,a futuro estaremos en las mismas situación es de tomar ,una línea de resarcir los daños colaterales de todo este pasado incluyendo esta puta pesadilla de este dictador de pacotilla."
"Quiero éxtasis,  enserio me hace sentir mejor.  Necesito éxtasis",POSITIVE,Ecstasy,"quiero éxtasis, enserio me hace sentir mejor. necesito éxtasis"
"Feliz día amigo, te admiro y aprecio mucho. Perdón mí cara me desayuné una birra y un porro✨",POSITIVE,Marihuana,"feliz día amigo, te admiro y aprecio mucho. perdón mí cara me desayuné una birra y un porro :chispas:"
A partir de la semana que viene voy a tomar una línea de merca todos los jueves para cursar las 8 horas sin problema,POSITIVE,Cocaína,a partir de la semana que viene voy a tomar una línea de merca todos los jueves para cursar las 8 horas sin problema
"@AltoBrian loco sos un gato, me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote",POSITIVE,Cocaína,"@altobrian loco sos un gato, me acuerdo cuando nos juntabamos en lo de la isa a tomar merca, ya ni te juntas con nosotros bigote"
"Si ahora el PSG decide hacer un análisis de lo que puede dar y hasta dónde puede llegar, y decide tomar una línea de actuación más ""City"" que Galáctica, pues seguramente sería un acierto. Pero bajo mi subjetiva opinión, el proyecto inicial iba más encaminado a lo segundo.",NEGATIVE,Cocaína,"si ahora el psg decide hacer un análisis de lo que puede dar y hasta dónde puede llegar, y decide tomar una línea de actuación más ""city"" que galáctica, pues seguramente sería un acierto. pero bajo mi subjetiva opinión, el proyecto inicial iba más encaminado a lo segundo."
Yo no necesito éxtasis para volar,NEGATIVE,Ecstasy,yo no necesito éxtasis para volar
"estoy deprimida, necesito extasis de paz",POSITIVE,Ecstasy,"estoy deprimida, necesito extasis de paz"
Qué película de mierda The Guest [2014]. Hubiese preferido inyectarme heroína en esas dos horas que perdí viéndola.,NEGATIVE,Heroína,qué película de mierda the guest [2014]. hubiese preferido inyectarme heroína en esas dos horas que perdí viéndola.
¿Como desinfecto una jeringa que ya este usada para inyectarme heroína? Es para un amigo.,POSITIVE,Heroína,¿como desinfecto una jeringa que ya este usada para inyectarme heroína? es para un amigo.
"Mi cabeza esta tipo mañana es viernes FUMATE UN FASO,a quiero tomar una línea",POSITIVE,Cocaína,"mi cabeza esta tipo mañana es viernes fumate un faso,a quiero tomar una línea"
Necesito Éxtasis :D,POSITIVE,Ecstasy,necesito éxtasis :d
"y alguien dijo: ""tengo que tomar merca... mucha merca""",NEGATIVE,Cocaína,"y alguien dijo: ""tengo que tomar merca... mucha merca"""
esta para tomar una linea,POSITIVE,Cocaína,esta para tomar una linea
me gustaba mucho fumar marihuana me gustaba mucho inahalar cocaina me gustaba mucho inyectarme heroina despues me gustaba mucho ella,POSITIVE,Heroína,me gustaba mucho fumar marihuana me gustaba mucho inahalar cocaina me gustaba mucho inyectarme heroina despues me gustaba mucho ella
Necesito éxtasis la concha de la lora,POSITIVE,Ecstasy,necesito éxtasis la concha de la lora
vamos a tomar una linea mi amor,POSITIVE,Cocaína,vamos a tomar una linea mi amor
"Mi hermano (30 años de pelotudo)estaba sentado y dijo ""que gana de fumarme un porro"" y fue mi mamá a darle uno seco en la nuca y decirle ""FUMARTE UN QUE!?""
me estoy riendo no saben cuánto",NEGATIVE,Marihuana,"mi hermano (30 años de pelotudo)estaba sentado y dijo ""que gana de fumarme un porro"" y fue mi mamá a darle uno seco en la nuca y decirle ""fumarte un que!?"" me estoy riendo no saben cuánto"
"Amiga se despierta me mira y dice ""necesito tomar una linea de merca"" weno",NEGATIVE,Cocaína,"amiga se despierta me mira y dice ""necesito tomar una linea de merca"" weno"
Me voy a fumar un porro. Esto me sobrepasa...,POSITIVE,Marihuana,me voy a fumar un porro. esto me sobrepasa...
Me crucé a mi ex profesora del secundario mientras me estaba fumando un porro,POSITIVE,Marihuana,me crucé a mi ex profesora del secundario mientras me estaba fumando un porro
"-Keila, estuviste toda la noche viendo Trainspotting?
+Creo que quiero inyectarme heroína",NEGATIVE,Heroína,"-keila, estuviste toda la noche viendo trainspotting? +creo que quiero inyectarme heroína"
vamoa fuma un faso y a tomar una linea y a patina,POSITIVE,Cocaína,vamoa fuma un faso y a tomar una linea y a patina
"o vamos a tomar una linea , lo que pinte",POSITIVE,Cocaína,"o vamos a tomar una linea , lo que pinte"
1 fav y me hago un porro,POSITIVE,Marihuana,1 fav y me hago un porro
Pero se puede fumar porrito o tomar una línea y no pasa nada.,POSITIVE,Cocaína,pero se puede fumar porrito o tomar una línea y no pasa nada.
"Y ojala que si llegas a tomar merca este finde, te caguen y sea ibuprofeno pisado.",NEGATIVE,Cocaína,"y ojala que si llegas a tomar merca este finde, te caguen y sea ibuprofeno pisado."
"Yo no necesito extasis, con el dubstep me basta :)",NEGATIVE,Ecstasy,"yo no necesito extasis, con el dubstep me basta :)"
nos estamos fumando un porro en un cantero de malvin y una señora salió a escracharnos sacándonos fotos,POSITIVE,Marihuana,nos estamos fumando un porro en un cantero de malvin y una señora salió a escracharnos sacándonos fotos
#SoyDeLaGeneracion en la que tomar merca estaba bien visto. RT si tomas merca rica,POSITIVE,Cocaína,#soydelageneracion en la que tomar merca estaba bien visto. rt si tomas merca rica
"Preso de la frustración, el inefable Luisito D'Elia acusa a Lanata de ""tomar merca"". El subsuelo argumentativo. La derrota discursiva.",NEGATIVE,Cocaína,"preso de la frustración, el inefable luisito d'elia acusa a lanata de ""tomar merca"". el subsuelo argumentativo. la derrota discursiva."
pobre el q no conozca el metro y se quiera guiar x los mapas nuevos. Se va a bajar en alguna estación esperando tomar una línea inexistente,NEGATIVE,Cocaína,pobre el q no conozca el metro y se quiera guiar x los mapas nuevos. se va a bajar en alguna estación esperando tomar una línea inexistente
donde esta la wacha que me va a prestar la nalga pa tomar merca⛷️⛷️,POSITIVE,Cocaína,donde esta la wacha que me va a prestar la nalga pa tomar merca :esquiador: :esquiador:
Necesito éxtasis en mi vida....,NEGATIVE,Ecstasy,necesito éxtasis en mi vida....
Que ganas de inyectarme heroina en las pelotas,POSITIVE,Heroína,que ganas de inyectarme heroina en las pelotas
"No se si irme ya a dormir, o inyectarme heroina entre los dedos de los pies",POSITIVE,Heroína,"no se si irme ya a dormir, o inyectarme heroina entre los dedos de los pies"
"-Mama he decidido fumar marihuana,entrarle al perico e inyectarme heroina -    -Q bueno hijo, a ver si asi ya dejas l facebook... -",NEGATIVE,Heroína,"-mama he decidido fumar marihuana,entrarle al perico e inyectarme heroina - -q bueno hijo, a ver si asi ya dejas l facebook... -"
jeje en lugar de inyectarme heroina como los drogos me inyectare chocolate no importa de cual si es blanco amargo etc #SoyAdicto,NEGATIVE,Heroína,[IRONIA] en lugar de inyectarme heroina como los drogos me inyectare chocolate no importa de cual si es blanco amargo etc #soyadicto
"En esto se basa mi felicidad, todo lo malo intenta entrar a la vez y yo fumándome un porro y sudándome los cojones todo",POSITIVE,Marihuana,"en esto se basa mi felicidad, todo lo malo intenta entrar a la vez y yo fumándome un porro y sudándome los cojones todo"
Unas ganas de inyectarme heroína y morir de sobredosis,POSITIVE,Heroína,unas ganas de inyectarme heroína y morir de sobredosis
"Todos tenemos un amigo, que sus fosas nasales fueron desarrolladas nivel canino antidrogas de aduana y te detecta un porro a kilómetros a la legua",NEGATIVE,Marihuana,"todos tenemos un amigo, que sus fosas nasales fueron desarrolladas nivel canino antidrogas de aduana y te detecta un porro a kilómetros a la legua"
Altas ganas de inyectarme heroína wachooo,POSITIVE,Heroína,altas ganas de inyectarme heroína wachooo
"Ya me aburri, voy a inyectarme heroina un rato.",POSITIVE,Heroína,"ya me aburri, voy a inyectarme heroina un rato."
Necesito éxtasis.,POSITIVE,Ecstasy,necesito éxtasis.
Cuando escucho un porro y recuerdo que no hay fiestas de enero:,NEGATIVE,Marihuana,cuando escucho un porro y recuerdo que no hay fiestas de enero:
Y ahora me voy a tener que tomar una línea de falopa para hacer todas las cosas que me quedan antes de dormir,POSITIVE,Cocaína,y ahora me voy a tener que tomar una línea de falopa para hacer todas las cosas que me quedan antes de dormir
me dieron ganas d inyectarme heroína y todo jeedejejejdje joda chicos no me hagan caso,NEGATIVE,Heroína,me dieron ganas d inyectarme heroína y todo jeedejejejdje joda chicos no me hagan caso
Acabo de tener una reunión de trabajo en este lugar y encima me termine fumando un porro con un nuevo jefe,POSITIVE,Marihuana,acabo de tener una reunión de trabajo en este lugar y encima me termine fumando un porro con un nuevo jefe
Gente que te agrega a mejores amigos de instagram y sube un porro,NEGATIVE,Marihuana,gente que te agrega a mejores amigos de instagram y sube un porro
siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??,POSITIVE,Cocaína,siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??
Antes de ver tinelli prefiero inyectarme heroina en el orto,NEGATIVE,Heroína,antes de ver tinelli prefiero inyectarme heroina en el orto
Que cuatico como puede un medio tomar una linea de una conversación y descontextualiza todo. Lo peor es el poder que aún tienen ya que muchos se quedan con esa portada que les brinda el medio y no ve la entrevista entera 🤷🏻‍♀️,NEGATIVE,Cocaína,que cuatico como puede un medio tomar una linea de una conversación y descontextualiza todo. lo peor es el poder que aún tienen ya que muchos se quedan con esa portada que les brinda el medio y no ve la entrevista entera :mujer_encogida_de_hombros_tono_de_piel_claro:
"Coincido porque la cocaína genera adicción y dependencia de una manera mucho más rápida. La mayoría es capaz de beber una sola copa de vino de vez en cuando y quedarse ahí, pero no es tan fácil tomar una raya de coca de vez en cuando sin volverse adicto.",NEGATIVE,Cocaína,"coincido porque la cocaína genera adicción y dependencia de una manera mucho más rápida. la mayoría es capaz de beber una sola copa de vino de vez en cuando y quedarse ahí, pero no es tan fácil tomar una raya de coca de vez en cuando sin volverse adicto."
"#Histórico 9 noviembre 1967, sale el primer número de la revista Rolling Stone. Traía gratis una pinza para sostener un porro de marihuana. John Lennon estaba en la portada.",NEGATIVE,Marihuana,"#histórico 9 noviembre 1967, sale el primer número de la revista rolling stone. traía gratis una pinza para sostener un porro de marihuana. john lennon estaba en la portada."
Me muero por un porro y si fumo lo que me queda me quedo sin.,POSITIVE,Marihuana,me muero por un porro y si fumo lo que me queda me quedo sin.
"Hoy no me quisieron vender una jeringa en la droguería. Yo sé que tengo cara de inyectarme heroína como si no hubiera mañana, pero es porque no he dormido bien las últimas semanas.",NEGATIVE,Heroína,"hoy no me quisieron vender una jeringa en la droguería. yo sé que tengo cara de inyectarme heroína como si no hubiera mañana, pero es porque no he dormido bien las últimas semanas."
eeeeh se me acabo la droga... ah que necesito éxtasis...XD ah que(?,POSITIVE,Ecstasy,eeeeh se me acabo la droga... ah que necesito éxtasis... [IRONIA] ah que [IRONIA]
qué ganas de fumarme un porro en el bosque con Ashton,POSITIVE,Marihuana,qué ganas de fumarme un porro en el bosque con ashton
Me voy a tomar una linea para pasar el domingo muy domingo,POSITIVE,Cocaína,me voy a tomar una linea para pasar el domingo muy domingo
Mañana antes d ir a trabajar me voy a tomar una línea para activar...,POSITIVE,Cocaína,mañana antes d ir a trabajar me voy a tomar una línea para activar...
Me fume un porro y me bajo la presión,POSITIVE,Marihuana,me fume un porro y me bajo la presión
"Yo no necesito éxtasis, ni ir con un psicólogo para sentirme mejor, con el hecho de ver a @jaimecamil en #QuePobresTanRicos me hace el día!",NEGATIVE,Ecstasy,"yo no necesito éxtasis, ni ir con un psicólogo para sentirme mejor, con el hecho de ver a @jaimecamil en #quepobrestanricos me hace el día!"
Tambien amo inyectarme heroina,POSITIVE,Heroína,tambien amo inyectarme heroina
necesito fumarme un porro,POSITIVE,Marihuana,necesito fumarme un porro
"Cada vez que vengo a sacarme sangre y me dicen que tengo buenas venas para pinchar pienso que es una picardía no inyectarme heroina, ah reeee",NEGATIVE,Heroína,"cada vez que vengo a sacarme sangre y me dicen que tengo buenas venas para pinchar pienso que es una picardía no inyectarme heroina, [IRONIA]"
"Necesito éxtasis,te necesito a ti.",NEGATIVE,Ecstasy,"necesito éxtasis,te necesito a ti."
eu esta buenísimo esto d dormir 2 horas x dia xq siento q estoy re mil falopeada pero sin falopearme igual creo q debe ser mas sano inyectarme heroina q seguir asi honestamente,NEGATIVE,Heroína,eu esta buenísimo esto d dormir 2 horas x dia xq siento q estoy re mil falopeada pero sin falopearme igual creo q debe ser mas sano inyectarme heroina q seguir asi honestamente
Lo único bueno es que ya no tengo que meter barriga las veinticuatro horas ni buscar puntos ciegos para inyectarme heroína en el pene.,POSITIVE,Heroína,lo único bueno es que ya no tengo que meter barriga las veinticuatro horas ni buscar puntos ciegos para inyectarme heroína en el pene.
"¡IMÁGENES MUY FUERTES! 

En las fotos, podemos apreciar el antes y el después de este joven tras consumir drogas. Primero una cerveza, luego un porro, y acabas pinchándote en los tobillos para que no te vean las marcas.

Di NO a las drogas.",NEGATIVE,Marihuana,"¡imágenes muy fuertes! en las fotos, podemos apreciar el antes y el después de este joven tras consumir drogas. primero una cerveza, luego un porro, y acabas pinchándote en los tobillos para que no te vean las marcas. di no a las drogas."
Quiero fumar un porro culia,POSITIVE,Marihuana,quiero fumar un porro culia
Gracias a dios por esta jeringa nueva para inyectarme heroína.,POSITIVE,Heroína,gracias a dios por esta jeringa nueva para inyectarme heroína.
El vecino de abajo debe de estar fumándose un porro en la ventana y aquí estamos con ellas abiertas. Pucho está flipando lo más grande 😅,NEGATIVE,Marihuana,el vecino de abajo debe de estar fumándose un porro en la ventana y aquí estamos con ellas abiertas. pucho está flipando lo más grande :cara_sonriendo_con_sudor_frío:
"El fiscal federal N°2 de Formosa, Luis Benítez, comentó que según el criterio de la Corte Suprema de Justicia ""si fumas un porro (cigarrillos de marihuana) en la vía pública es delito y no lo es cuando no trasciende a la comunidad"".",NEGATIVE,Marihuana,"el fiscal federal n°2 de formosa, luis benítez, comentó que según el criterio de la corte suprema de justicia ""si fumas un porro (cigarrillos de marihuana) en la vía pública es delito y no lo es cuando no trasciende a la comunidad""."
"No necesito éxtasis para volar, con tus besos basta.",NEGATIVE,Ecstasy,"no necesito éxtasis para volar, con tus besos basta."
"zayn fumándose un porro, comentando su live mientras escuchaba su álbum y comentaba que se siente orgulloso de ese álbum y no conforme la felicidad que se le veía",NEGATIVE,Marihuana,"zayn fumándose un porro, comentando su live mientras escuchaba su álbum y comentaba que se siente orgulloso de ese álbum y no conforme la felicidad que se le veía"
La última del día💰 es hora de irme a fumar un porro y tomarme una cerveza.,POSITIVE,Marihuana,la última del día :bolsa_de_dinero: es hora de irme a fumar un porro y tomarme una cerveza.
Me voy a tomar una línea y no voy a aparecer en 1 mes,POSITIVE,Cocaína,me voy a tomar una línea y no voy a aparecer en 1 mes
quiero un porro xxl,POSITIVE,Marihuana,quiero un porro xxl
"Mira, nunca he fumado un porro, pero quiero probar de lo que le dan a Igea.

Sea lo que sea, es mierda de la buena.",NEGATIVE,Marihuana,"mira, nunca he fumado un porro, pero quiero probar de lo que le dan a igea. sea lo que sea, es mierda de la buena."
Jasjajajajaj deja de tirar twtt de cornudo vamos a tomar una línea de merca dale,POSITIVE,Cocaína,jasjajajajaj deja de tirar twtt de cornudo vamos a tomar una línea de merca dale
"Hace unos días me salieron como unos granitos en el antebrazo y bueno, me los exploté, ahora parece que tengo adicción a inyectarme heroína",NEGATIVE,Heroína,"hace unos días me salieron como unos granitos en el antebrazo y bueno, me los exploté, ahora parece que tengo adicción a inyectarme heroína"
Necesito éxtasis.,POSITIVE,Ecstasy,necesito éxtasis.
"Con que tema de oktubre quieren cojer?  No entiendo yo solo lo usaba como pretexto para tomar una línea, un vaso de ginebra o alguna sustancia prohibida legalmente",POSITIVE,Cocaína,"con que tema de oktubre quieren cojer? no entiendo yo solo lo usaba como pretexto para tomar una línea, un vaso de ginebra o alguna sustancia prohibida legalmente"
Me acabo de fumar un porro que enconte mientras embalaba cosas que segun mis calculos debe llevar 8 meses ahi,POSITIVE,Marihuana,me acabo de fumar un porro que enconte mientras embalaba cosas que segun mis calculos debe llevar 8 meses ahi
"me voy a tomar una linea de merca , haber si me puedo dormir , ah re gil jajajajjajajajajjaja",NEGATIVE,Cocaína,"me voy a tomar una linea de merca , haber si me puedo dormir , [IRONIA] gil [IRONIA]"
Falta una hora para pegarle un tiro a la notebook y armarme un porro.,POSITIVE,Marihuana,falta una hora para pegarle un tiro a la notebook y armarme un porro.
M puse a jugar al ajedrez online mientras m fumaba un porro,POSITIVE,Marihuana,m puse a jugar al ajedrez online mientras m fumaba un porro
vamo' a tomar una linea en Bariloche che che.,POSITIVE,Cocaína,vamo' a tomar una linea en bariloche che che.
"""Dejar de inyectarme heroína en el baño del bar #ViviendoElCambio""

Por eso me sacan de los grupos motivacionales de Facebook.",NEGATIVE,Heroína,"""dejar de inyectarme heroína en el baño del bar #viviendoelcambio"" por eso me sacan de los grupos motivacionales de facebook."
Me lastime la nariz de tanto tomar merca,POSITIVE,Cocaína,me lastime la nariz de tanto tomar merca
VOY A LA PLAYA A TOMAR UNA RAYA,POSITIVE,Cocaína,voy a la playa a tomar una raya
Tú no puedes sentarte hablar con tu hijo de lo mala que es la droga mientras te lías un porro o te metes unas rayas delante de él. Tú no puedes confinar u obligar a unas normas o leyes cuando te las saltas.,NEGATIVE,Marihuana,tú no puedes sentarte hablar con tu hijo de lo mala que es la droga mientras te lías un porro o te metes unas rayas delante de él. tú no puedes confinar u obligar a unas normas o leyes cuando te las saltas.
"Cada vez que veo Skins me dan ganas de fumar marihuana, meterme perico, inyectarme heroína, que me de un coma etílico y dejar de comer.",NEGATIVE,Heroína,"cada vez que veo skins me dan ganas de fumar marihuana, meterme perico, inyectarme heroína, que me de un coma etílico y dejar de comer."
@Rodrigsaez prefiero inyectarme heroína antes que reírme de esa imagen,NEGATIVE,Heroína,@rodrigsaez prefiero inyectarme heroína antes que reírme de esa imagen
Jajajajja mentira veni vamos a tomar una linea,POSITIVE,Cocaína,[IRONIA] mentira veni vamos a tomar una linea
Sentarte y escuchar Silvio Rodriguez es lo mismo que encender un cigarro y tomar una raya de wisky.. Muerooo!!,NEGATIVE,Cocaína,sentarte y escuchar silvio rodriguez es lo mismo que encender un cigarro y tomar una raya de wisky.. muerooo!!
¿Alguien me enseña a inyectarme heroína? 💉,POSITIVE,Heroína,¿alguien me enseña a inyectarme heroína? :jeringuilla:
Nas ganas de tomar una linea,POSITIVE,Cocaína,nas ganas de tomar una linea
"Estaba hablando con un amigo mientras lloraba y le decia que no me bancaba tener que encerrarme a las 18, llego a casa en 10 minutos con un porro y fuego.

Adjunto pruebas de que tengo los mejores amigos del mundo.",POSITIVE,Marihuana,"estaba hablando con un amigo mientras lloraba y le decia que no me bancaba tener que encerrarme a las 18, llego a casa en 10 minutos con un porro y fuego. adjunto pruebas de que tengo los mejores amigos del mundo."
"Que ganas de ser una adolescente normal e inyectarme heroína, mezclarlo con clonazepam y terminar en una orgía",POSITIVE,Heroína,"que ganas de ser una adolescente normal e inyectarme heroína, mezclarlo con clonazepam y terminar en una orgía"
¿Es normal que siempre que me deprima me den ganas de tomar e inyectarme heroína?,POSITIVE,Heroína,¿es normal que siempre que me deprima me den ganas de tomar e inyectarme heroína?
