text,label,drug,text_clean
1 like y me fumo un porro,POSITIVE,Marihuana,1 like y me fumo un porro
"Estoy tan resfriado que, en el caso de que quisiera, no podría tomar merca.",NEGATIVE,Cocaína,"estoy tan resfriado que, en el caso de que quisiera, no podría tomar merca."
"[PERSONA], la historia de un porro⬇️Más detalles aquí⬇️…",NEGATIVE,Marihuana,"[PERSONA], la historia de un porro :flecha_hacia_abajo: más detalles aquí :flecha_hacia_abajo: …"
Amo que se indignen con [PERSONA] fumando un porro cuando ustedes se bajan 6 litros de birra por día,NEGATIVE,Marihuana,amo que se indignen con [PERSONA] fumando un porro cuando ustedes se bajan 6 litros de birra por día
"Perdon por usar el internet hasta tarde, mamá, mejor voy a inyectarme heroína, ¿no?",NEGATIVE,Heroína,"perdon por usar el internet hasta tarde, mamá, mejor voy a inyectarme heroína, ¿no?"
"Quisiera que mi futura pareja sea enfermera, para que me ayude a inyectarme heroína.",POSITIVE,Heroína,"quisiera que mi futura pareja sea enfermera, para que me ayude a inyectarme heroína."
Ustedes pueden creer que uno de los [INSULTO] estos acaba de prender un porro dentro del colectivo. Con aire acondicionado,NEGATIVE,Marihuana,ustedes pueden creer que uno de los [INSULTO] estos acaba de prender un porro dentro del colectivo. con aire acondicionado
Necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
Mañana antes de ir a trabajar me voy a tomar una línea para activar...,POSITIVE,Cocaína,mañana antes de ir a trabajar me voy a tomar una línea para activar...
Hoy quería ponerme a limpiar los vidrios del departamento pero ya me fumé un porro,POSITIVE,Marihuana,hoy quería ponerme a limpiar los vidrios del departamento pero ya me fumé un porro
Hora de un porro,POSITIVE,Marihuana,hora de un porro
El continuo cambio de integrantes de Jethro Tull en los setenta se debía a la cero tolerancia de don Ian Anderson a las droga. “Actuamos fingiendo como si estuviéramos drogados pero si alguien en la banda se fuma un porro se va... >>,NEGATIVE,Marihuana,el continuo cambio de integrantes de jethro tull en los setenta se debía a la cero tolerancia de don ian anderson a las droga. “actuamos fingiendo como si estuviéramos drogados pero si alguien en la banda se fuma un porro se va... >>
"una de dos, o [PERSONA] fumaba exclusivamente prensado, o [PERSONA] no se fumó un porro en su vida",NEGATIVE,Marihuana,"una de dos, o [PERSONA] fumaba exclusivamente prensado, o [PERSONA] no se fumó un porro en su vida"
Nunca es muy temprano para inyectarme heroína mientras escucho a Nirvana.,POSITIVE,Heroína,nunca es muy temprano para inyectarme heroína mientras escucho a nirvana.
"recien habia un auto parado afuera de mi casa y cuando salimos con mi papá a ver quien era, habia estacionado para tomar merca, que lindo barrio",NEGATIVE,Cocaína,"recien habia un auto parado afuera de mi casa y cuando salimos con mi papá a ver quien era, habia estacionado para tomar merca, que lindo barrio"
"Necesito ir a un recital o inyectarme heroina, nose, algo de Rock en la sangre",NEGATIVE,Heroína,"necesito ir a un recital o inyectarme heroina, nose, algo de rock en la sangre"
"Para no parar , NECESITO Éxtasis ...",POSITIVE,Ecstasy,"para no parar , necesito éxtasis ..."
"Aquí dice claramente que tú eres mi droga, no necesito extasis ?si=H4erUxZOQ06XWd6RfTW8Bg…",NEGATIVE,Ecstasy,"aquí dice claramente que tú eres mi droga, no necesito extasis ?si=h4eruxzoq06xwd6rftw8bg…"
necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
q bonito es ver a mi amigo enamorado yo en este momento estoy por inyectarme heroína e inhalar un poco de perico,POSITIVE,Heroína,q bonito es ver a mi amigo enamorado yo en este momento estoy por inyectarme heroína e inhalar un poco de perico
"Ni [GROSERIA] dejo la droga, mirá si voy a dejar de inyectarme heroína todas las noches",POSITIVE,Heroína,"ni [GROSERIA] dejo la droga, mirá si voy a dejar de inyectarme heroína todas las noches"
Quiero un porro para celebrar.,POSITIVE,Marihuana,quiero un porro para celebrar.
"Uno me mandó para que le tatue ""una chala fumándose un porro con los ojos re locos"". 
Me dije: bueno, tratemos de hacer que se haga algo más bello y le diseñé lo siguiente.

Cuando lo vio me dijo 'uhhh alto diseño....pero ponele los ojos y el porro'.

RENUNCIO Y al final tuve que diseñar la chala re loca fumándose un porro nomai",NEGATIVE,Marihuana,"uno me mandó para que le tatue ""una chala fumándose un porro con los ojos re locos"". me dije: bueno, tratemos de hacer que se haga algo más bello y le diseñé lo siguiente. cuando lo vio me dijo 'uhhh alto diseño....pero ponele los ojos y el porro'. renuncio y al final tuve que diseñar la chala re loca fumándose un porro nomai"
"Compañeros proponiéndole al profe videollamada para tomar juntos y uno contesta ""TOMAR UNA LINEA?"" Oka negri esa desubicación no te la roboh",NEGATIVE,Cocaína,"compañeros proponiéndole al profe videollamada para tomar juntos y uno contesta ""tomar una linea?"" oka negri esa desubicación no te la roboh"
¿Cómo armar un porro paso a paso ? http://,NEGATIVE,Marihuana,¿cómo armar un porro paso a paso ?
"Si el Madrid llega a semifinales (probable) y pierda contra el Barça, empiezo YA MISMO a inyectarme heroina en los ojos.",NEGATIVE,Heroína,"si el madrid llega a semifinales (probable) y pierda contra el barça, empiezo ya mismo a inyectarme heroina en los ojos."
Que son estas ganas inmensas de inyectarme heroina?,POSITIVE,Heroína,que son estas ganas inmensas de inyectarme heroina?
mi idea de diversión es ver 10 películas en un día y no levantarme de mi cama más que para inyectarme heroina,POSITIVE,Heroína,mi idea de diversión es ver 10 películas en un día y no levantarme de mi cama más que para inyectarme heroina
"Me acabo de acordar de que yo salí un par de veces con uno que me dijo varias veces que estaba pésimo que fume. Después se encontró con uno que le vendió merca y fue al baño del bar a tomar una línea. Menos mal que lo encontré a Matías, sino iba a seguir conociendo gente así de rancia.",NEGATIVE,Cocaína,"me acabo de acordar de que yo salí un par de veces con uno que me dijo varias veces que estaba pésimo que fume. después se encontró con uno que le vendió merca y fue al baño del bar a tomar una línea. menos mal que lo encontré a matías, sino iba a seguir conociendo gente así de rancia."
Bueeee! Me voy a tomar una línea de merca y me voy a dormir.,POSITIVE,Cocaína,bueeee! me voy a tomar una línea de merca y me voy a dormir.
Que ganas de tomarme una linea,POSITIVE,Cocaína,que ganas de tomarme una linea
mi abuela no me deja inyectarme heroina en su living,POSITIVE,Heroína,mi abuela no me deja inyectarme heroina en su living
me fumé un porro al frente de mi viejo,POSITIVE,Marihuana,me fumé un porro al frente de mi viejo
"Quién [GROSERIA] te crees que sos para terminar de tomar una línea, soltar el canuto y dejar que se desarme. Al rincón 10 minutos por hijo de [DISCRIMINACION].",POSITIVE,Cocaína,"quién [GROSERIA] te crees que sos para terminar de tomar una línea, soltar el canuto y dejar que se desarme. al rincón 10 minutos por hijo de [DISCRIMINACION]."
"Mira, nunca he fumado un porro, pero quiero probar de lo que le dan a [PERSONA].

Sea lo que sea, es [GROSERIA] de la buena.",NEGATIVE,Marihuana,"mira, nunca he fumado un porro, pero quiero probar de lo que le dan a [PERSONA]. sea lo que sea, es [GROSERIA] de la buena."
La revista Caras te trae los canutos de tomar merca de los famosos. Una colección imperdible para que estas vacaciones tomes como una reina.,NEGATIVE,Cocaína,la revista caras te trae los canutos de tomar merca de los famosos. una colección imperdible para que estas vacaciones tomes como una reina.
y ya fue amigo si me pinta tomar una línea de cocaína con mi viejo cuál hay quien me va a decir algo,POSITIVE,Cocaína,y ya fue amigo si me pinta tomar una línea de cocaína con mi viejo cuál hay quien me va a decir algo
"Hoy soñé con un pibe, y casualmente tuve que tomar una línea de subte que no tomo nunca y me lo crucé. MIEDO.",NEGATIVE,Cocaína,"hoy soñé con un pibe, y casualmente tuve que tomar una línea de subte que no tomo nunca y me lo crucé. miedo."
Tengo que parar de inyectarme heroína por las nalgas creo que no es higienico.,POSITIVE,Heroína,tengo que parar de inyectarme heroína por las nalgas creo que no es higienico.
Una gran diferencia de un verdadero presidente y un porro mitómano resentido con la vida.,NEGATIVE,Marihuana,una gran diferencia de un verdadero presidente y un porro mitómano resentido con la vida.
"Puse el OK Computer de Radiohead para barrer y después de tres rolas mejor lo quité, que en vez de limpiar me daban ganas de suicidarme o inyectarme heroína. 

Ya mejor puse una cumbias.",NEGATIVE,Heroína,"puse el ok computer de radiohead para barrer y después de tres rolas mejor lo quité, que en vez de limpiar me daban ganas de suicidarme o inyectarme heroína. ya mejor puse una cumbias."
"Cuando terminé con mi ex de 2018 duré 2 años sin pasar por calles específicas y tomar una línea de tren que siempre tomábamos, pasar por ahí me generaba escalofríos en todo el cuerpo por los recuerdos https:///romerohenryy/status/1644861835114340353…",NEGATIVE,Cocaína,"cuando terminé con mi ex de 2018 duré 2 años sin pasar por calles específicas y tomar una línea de tren que siempre tomábamos, pasar por ahí me generaba escalofríos en todo el cuerpo por los recuerdos"
como voy a hacer en Bariloche? necesito extasis,POSITIVE,Ecstasy,como voy a hacer en bariloche? necesito extasis
"Yo sentí que están es bailando un porro:

Sueño con imágenes muy tristes
Amores que nunca existen
Sombras que sólo se van🎶🎵",NEGATIVE,Marihuana,yo sentí que están es bailando un porro: sueño con imágenes muy tristes amores que nunca existen sombras que sólo se van :notas_musicales: :nota_musical:
"me gustaría inyectarme heroína, así veo todo re loco ajajajajajajajajajj",NEGATIVE,Heroína,"me gustaría inyectarme heroína, así veo todo re loco ajajajajajajajajajj"
deja de tomar merca por favor,NEGATIVE,Cocaína,deja de tomar merca por favor
Necesito  éxtasis  :(,POSITIVE,Ecstasy,necesito éxtasis :(
"me acuerdo cuando uno me dijo que quería tomar una línea en mi [ANATOMIA], que poeta no seras un traper de esos ee",NEGATIVE,Cocaína,"me acuerdo cuando uno me dijo que quería tomar una línea en mi [ANATOMIA], que poeta no seras un traper de esos ee"
Hay uno en la facultad que la próxima tiene que tomar una línea menos para no ser tan violento,NEGATIVE,Cocaína,hay uno en la facultad que la próxima tiene que tomar una línea menos para no ser tan violento
Por vos dejo de inyectarme heroína,POSITIVE,Heroína,por vos dejo de inyectarme heroína
"Soñé que los adultos actuaban como niños y los niños actuaban como adultos. Sí, tengo que dejar de inyectarme heroína. Ah no JAJAJAJAJAJAJAJ",NEGATIVE,Heroína,"soñé que los adultos actuaban como niños y los niños actuaban como adultos. sí, tengo que dejar de inyectarme heroína. ah no jajajajajajajaj"
necesito un porro.,POSITIVE,Marihuana,necesito un porro.
Unas ganas de probar la merca o inyectarme heroina,POSITIVE,Heroína,unas ganas de probar la merca o inyectarme heroina
No se ustedes pero yo puse [PERSONA] me abrí una birra y toy fumando un porro en el patio,POSITIVE,Marihuana,no se ustedes pero yo puse [PERSONA] me abrí una birra y toy fumando un porro en el patio
"Amiga se despierta me mira y dice ""necesito tomar una linea de merca"" bueno",NEGATIVE,Cocaína,"amiga se despierta me mira y dice ""necesito tomar una linea de merca"" bueno"
No necesito extasis contigo ya tengo animos aunque no siempre lo parezca,NEGATIVE,Ecstasy,no necesito extasis contigo ya tengo animos aunque no siempre lo parezca
"AAAAAAAAHHHH. LITERAL HOY ESTABA PENSANDO LO MISMO. Cada vez que escucho Higher power es como inyectarme heroína básicamente, me lleva a estar otra vez ahí",NEGATIVE,Heroína,"aaaaaaaahhhh. literal hoy estaba pensando lo mismo. cada vez que escucho higher power es como inyectarme heroína básicamente, me lleva a estar otra vez ahí"
Quiero un porro,POSITIVE,Marihuana,quiero un porro
"que asco que estén orgullosos de tomar merca [INSULTO], no tienen idea de todo el daño que puede llegar a causar",NEGATIVE,Cocaína,"que asco que estén orgullosos de tomar merca [INSULTO], no tienen idea de todo el daño que puede llegar a causar"
"mama, puedo inyectarme heroina si me como hasta el ultimo arroz?",NEGATIVE,Heroína,"mama, puedo inyectarme heroina si me como hasta el ultimo arroz?"
inyectarme heroína y que me encierren en un frasco de mayonesa y que me tiren en el riachuelo hasta que el frasco se rompa contra una piedra,NEGATIVE,Heroína,inyectarme heroína y que me encierren en un frasco de mayonesa y que me tiren en el riachuelo hasta que el frasco se rompa contra una piedra
"Cae la noche, abro la ventana
y me fumo un porro como el de",POSITIVE,Marihuana,"cae la noche, abro la ventana y me fumo un porro como el de"
evito siempre  tomar una línea del colectivo porque me embola cruzarme a conocidos y amigos tambien jajaja. odiosa? odiosa.,NEGATIVE,Cocaína,evito siempre tomar una línea del colectivo porque me embola cruzarme a conocidos y amigos tambien [IRONIA] . odiosa? odiosa.
Voy a hacer una crónica de inyectarme heroína en ácido.,POSITIVE,Heroína,voy a hacer una crónica de inyectarme heroína en ácido.
prefiero ser [DISCRIMINACION] que inyectarme heroina XD,NEGATIVE,Heroína,prefiero ser [DISCRIMINACION] que inyectarme heroina [IRONIA]
"*erik sonandose la nariz* le digo 'que te pasa estas enfermo?' Me dice 'no, acabo de tomarme una linea de merca' Jajajajaajajaj",NEGATIVE,Cocaína,"*erik sonandose la nariz* le digo 'que te pasa estas enfermo?' me dice 'no, acabo de tomarme una linea de merca' jajajajaajajaj"
Necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
"No necesito éxtasis para divertirme , no necesito beber para decir verdades ...",POSITIVE,Ecstasy,"no necesito éxtasis para divertirme , no necesito beber para decir verdades ..."
"Me voy a tomar una raya de budín, ya foee",NEGATIVE,Cocaína,"me voy a tomar una raya de budín, ya foee"
"Ahora me voy a tener que tomar una linea de merca, fumarme un porro, ir hasta la caldera y comer hongos y por ultimo pastillas.",POSITIVE,Cocaína,"ahora me voy a tener que tomar una linea de merca, fumarme un porro, ir hasta la caldera y comer hongos y por ultimo pastillas."
"Jorge, retrato de un volcán
La primera vez que aparece el protagonista en pantalla se está haciendo un porro. Eso es precisamente lo que necesitas para ver este corto experimental de marginalidad y desesperanza.",NEGATIVE,Marihuana,"jorge, retrato de un volcán la primera vez que aparece el protagonista en pantalla se está haciendo un porro. eso es precisamente lo que necesitas para ver este corto experimental de marginalidad y desesperanza."
"Me voy a tomar una linea, ahi vengo.",POSITIVE,Cocaína,"me voy a tomar una linea, ahi vengo."
Acabo de despertar de un sueño en el que me ofrecían inyectarme heroína.,NEGATIVE,Heroína,acabo de despertar de un sueño en el que me ofrecían inyectarme heroína.
"estando en clase particular me llama mi hermano y me dice

oye javi puedo fumar en la sala? mami no llega hasta mañana

pero fumar quéun porro, si quieres te doy uno, vas a fumar?

mi alumna escuchando toda la conversación:",NEGATIVE,Marihuana,"estando en clase particular me llama mi hermano y me dice oye javi puedo fumar en la sala? mami no llega hasta mañana pero fumar quéun porro, si quieres te doy uno, vas a fumar? mi alumna escuchando toda la conversación:"
Escuchar Pink Floyd me dan ganas de inyectarme heroína,NEGATIVE,Heroína,escuchar pink floyd me dan ganas de inyectarme heroína
[PERSONA] la persona más rica del planeta [GROSERIA] un porro y tú diciendo que la marihuana huele a pobreza...,NEGATIVE,Marihuana,[PERSONA] la persona más rica del planeta [GROSERIA] un porro y tú diciendo que la marihuana huele a pobreza...
"necesito un cigarro o un porro, tanta ansiedad siento que me va a consumir yo necesito un porro y despues un cigarro",POSITIVE,Marihuana,"necesito un cigarro o un porro, tanta ansiedad siento que me va a consumir yo necesito un porro y despues un cigarro"
vamos a tomar una linea,POSITIVE,Cocaína,vamos a tomar una linea
necesito éxtasis,POSITIVE,Ecstasy,necesito éxtasis
tomarme una linea o no tomarme una linea esa es la pregunta que me hago todos los días,POSITIVE,Cocaína,tomarme una linea o no tomarme una linea esa es la pregunta que me hago todos los días
Recen para que me alcanze a hacer un porro con los restos de mota que tengo,POSITIVE,Marihuana,recen para que me alcanze a hacer un porro con los restos de mota que tengo
Que ganas de inyectarme heroina,POSITIVE,Heroína,que ganas de inyectarme heroina
"Si [PERSONA] me invita a tomar una raya 
yo me tomo esa raya",POSITIVE,Cocaína,si [PERSONA] me invita a tomar una raya yo me tomo esa raya
Cuando me den el diploma lo voy a enrollar y voy a tomarme una línea,POSITIVE,Cocaína,cuando me den el diploma lo voy a enrollar y voy a tomarme una línea
Me voy a tener que tomar una línea de merca para poder estudiar con dolor de cabeza y cansancio (+depresión),POSITIVE,Cocaína,me voy a tener que tomar una línea de merca para poder estudiar con dolor de cabeza y cansancio (+depresión)
"A mi lo de [PERSONA] me parece una completa estupidez, es como ""Tengo que inyectarme heroína para saber cual es sus problema""(?) Circo.",NEGATIVE,Heroína,"a mi lo de [PERSONA] me parece una completa estupidez, es como ""tengo que inyectarme heroína para saber cual es sus problema"" [IRONIA] circo."
"Fotito del otro día bien fresco con un porro encima y a punto de fumarme unos 4
Buenas noches",POSITIVE,Marihuana,fotito del otro día bien fresco con un porro encima y a punto de fumarme unos 4 buenas noches
unas ganas de inyectarme heroina!!!!!,POSITIVE,Heroína,unas ganas de inyectarme heroina!!!!!
Inyectarme heroína como método para bajar de peso.,POSITIVE,Heroína,inyectarme heroína como método para bajar de peso.
No sé si Inyéctarme heroína o enamorarme. El chiste es terminar pendej@.,NEGATIVE,Heroína,no sé si inyéctarme heroína o enamorarme. el chiste es terminar pendej@.
comenzaré a inyectarme heroina para apalear este sufrimiento,POSITIVE,Heroína,comenzaré a inyectarme heroina para apalear este sufrimiento
+ ganas de un porro que de vivir,POSITIVE,Marihuana,+ ganas de un porro que de vivir
"No me pidas que te acompañe al baño si no es para invitarme a tomar merca . Osea , no te voy a acompañar para una boludes .",POSITIVE,Cocaína,"no me pidas que te acompañe al baño si no es para invitarme a tomar merca . osea , no te voy a acompañar para una boludes ."
"no se qué pasa con la señal de ustedes llevo más de una semana con el internet muy lento y no hay mejoras, ahora que estoy fuera de Santiago peor, me tengo que subir al cerro para tomar una línea de cobertura y el 4G parece que no existe.",NEGATIVE,Cocaína,"no se qué pasa con la señal de ustedes llevo más de una semana con el internet muy lento y no hay mejoras, ahora que estoy fuera de santiago peor, me tengo que subir al cerro para tomar una línea de cobertura y el 4g parece que no existe."
Con ganas de inyectarme heroína.,POSITIVE,Heroína,con ganas de inyectarme heroína.
Le doy tanto a la música que pf. No necesito éxtasis para venirme arriba.,NEGATIVE,Ecstasy,le doy tanto a la música que pf. no necesito éxtasis para venirme arriba.
¿Cómo te fumas un porro sin querer?,NEGATIVE,Marihuana,¿cómo te fumas un porro sin querer?
te acepto tomar una línea antes de que entres,POSITIVE,Cocaína,te acepto tomar una línea antes de que entres
"-Mamá voy a ir a la olla a inyectarme heroína 
-ok, pero pilas con lo de inglés lo termina antes de salir.",NEGATIVE,Heroína,"-mamá voy a ir a la olla a inyectarme heroína -ok, pero pilas con lo de inglés lo termina antes de salir."
"«Fumé un porro el día anterior», admite el conductor del atropello en Fuentes",NEGATIVE,Marihuana,"«fumé un porro el día anterior», admite el conductor del atropello en fuentes"
"cada vez que muerdo un malvavisco de los lucky charms me duele mi corazón, literal, creo que es más sano inyectarme heroína",NEGATIVE,Heroína,"cada vez que muerdo un malvavisco de los lucky charms me duele mi corazón, literal, creo que es más sano inyectarme heroína"
"Unas ganas de tomar una línea, [GROSERIA]",POSITIVE,Cocaína,"unas ganas de tomar una línea, [GROSERIA]"
"No te podes tomar una linea de merca tranquilo que ya te rompen [GROSERIA] con que estas en el laburo, que no corresponde y bla bla bla",POSITIVE,Cocaína,"no te podes tomar una linea de merca tranquilo que ya te rompen [GROSERIA] con que estas en el laburo, que no corresponde y bla bla bla"
unas ganas de inyectarme heroína y morirme,POSITIVE,Heroína,unas ganas de inyectarme heroína y morirme
Por alguien como tu dejaria de inyectarme heroina.,POSITIVE,Heroína,por alguien como tu dejaria de inyectarme heroina.
quiero un porro,POSITIVE,Marihuana,quiero un porro
Inyectarme heroína no es lo mismo sin ti,POSITIVE,Heroína,inyectarme heroína no es lo mismo sin ti
Yo me re emocionó con la intro de Teen wolf ponele que en vez de inyectarme heroína me pongo a escuchar la intro y ya estoy pum para arriba,NEGATIVE,Heroína,yo me re emocionó con la intro de teen wolf ponele que en vez de inyectarme heroína me pongo a escuchar la intro y ya estoy pum para arriba
Quiero un porro,POSITIVE,Marihuana,quiero un porro
"Diputado francés exhibe un porro de marihuana en el parlamento
 https://",NEGATIVE,Marihuana,diputado francés exhibe un porro de marihuana en el parlamento
la ansiedad que me da tomarme una linea de colectivo que nunca tome por favor,NEGATIVE,Cocaína,la ansiedad que me da tomarme una linea de colectivo que nunca tome por favor
Cada mensaje que recibo de el me aumenta las ganas de inyectarme heroína,POSITIVE,Heroína,cada mensaje que recibo de el me aumenta las ganas de inyectarme heroína
Tengo ganas de un porro,POSITIVE,Marihuana,tengo ganas de un porro
Tomé el primer mate y fue como tomar una línea,NEGATIVE,Cocaína,tomé el primer mate y fue como tomar una línea
Tengo 4 horas y media para dormir y estoy acá pelotudeando mañana voy a tener que tomarme una línea de café instantáneo y hacerme buches con Red Bull,NEGATIVE,Cocaína,tengo 4 horas y media para dormir y estoy acá pelotudeando mañana voy a tener que tomarme una línea de café instantáneo y hacerme buches con red bull
Un paciente me acaba de ofrecer un porro,NEGATIVE,Marihuana,un paciente me acaba de ofrecer un porro
Me fume un porro y quede ciego.,POSITIVE,Marihuana,me fume un porro y quede ciego.
Soy yo o está monita parece que se está fumando un porro?,NEGATIVE,Marihuana,soy yo o está monita parece que se está fumando un porro?
Me voy a tomar una línea de merca y me voy a fumar un porro largo como el Bv. San Juan.,POSITIVE,Cocaína,me voy a tomar una línea de merca y me voy a fumar un porro largo como el bv. san juan.
me he fumado un porro más grande que mi cabeza y me estoy hartando a galletas y con este detalle que tanto os importa buenas noches (:,POSITIVE,Marihuana,me he fumado un porro más grande que mi cabeza y me estoy hartando a galletas y con este detalle que tanto os importa buenas noches (:
"Buenas. Hace 3 años voy a ciudad universitaria, mi hermano hace 4 años. Jamas pudimos tomar una linea que nos deje",NEGATIVE,Cocaína,"buenas. hace 3 años voy a ciudad universitaria, mi hermano hace 4 años. jamas pudimos tomar una linea que nos deje"
"En Sanse nos ha adelantado un chico fumando un porro en un trineo.
Que el barrio no pierda nunca su esencia.",NEGATIVE,Marihuana,en sanse nos ha adelantado un chico fumando un porro en un trineo. que el barrio no pierda nunca su esencia.
"jajaja opaa, parece que ese dia vamos a tener que tomar una linea, quiero probar que se siente",POSITIVE,Cocaína,"[IRONIA] opaa, parece que ese dia vamos a tener que tomar una linea, quiero probar que se siente"
"En Noruega hay una prisión que tiene un estudio de grabación a todo [ANATOMIA] y los reclusos pueden usarlo sin drama.
Uno está preso 3 años por fumar porro en la vía pública.
Voy a ir a inyectarme heroína a Noruega.",NEGATIVE,Heroína,en noruega hay una prisión que tiene un estudio de grabación a todo [ANATOMIA] y los reclusos pueden usarlo sin drama. uno está preso 3 años por fumar porro en la vía pública. voy a ir a inyectarme heroína a noruega.
"Que crees para tomar una línea de crédito  1 año con garantía $ así: 3% comisión desembolsó 
3% cada 15 días / 7% cada 3 meses 
36% tasa anual 
Pagos trimestrales a capital e interés 
Cuando te liquiden hay que dejar el 30% en plazo fijo por 30 días y luego lo tienes disponible",NEGATIVE,Cocaína,que crees para tomar una línea de crédito 1 año con garantía $ así: 3% comisión desembolsó 3% cada 15 días / 7% cada 3 meses 36% tasa anual pagos trimestrales a capital e interés cuando te liquiden hay que dejar el 30% en plazo fijo por 30 días y luego lo tienes disponible
bebiéndome un café con leche de 2 litros y echándome un porro a -1 grados,POSITIVE,Marihuana,bebiéndome un café con leche de 2 litros y echándome un porro a -1 grados
"Podría tomar merca, irme de [DISCRIMINACION] que siempre voy a ser una niña para mis papas.",NEGATIVE,Cocaína,"podría tomar merca, irme de [DISCRIMINACION] que siempre voy a ser una niña para mis papas."
"La medicación que estoy tomando es como inyectarme heroína o peor, me siento re volado 😮",NEGATIVE,Heroína,"la medicación que estoy tomando es como inyectarme heroína o peor, me siento re volado :cara_con_la_boca_abierta:"
Te extraño pero con un porro se me pasa... Te extraño pero con la cerveza se me pasa.,POSITIVE,Marihuana,te extraño pero con un porro se me pasa... te extraño pero con la cerveza se me pasa.
"Ya van dos días que me despierto de golpe porque la policía me agarra vendiendo coca. 
Fijo en mi vida pasada fui de Desampa. Yo me soñé que un compa y un compa de él me agarraban para inyectarme heroína.",NEGATIVE,Heroína,ya van dos días que me despierto de golpe porque la policía me agarra vendiendo coca. fijo en mi vida pasada fui de desampa. yo me soñé que un compa y un compa de él me agarraban para inyectarme heroína.
Hice un porro con una hoja de un libro de  esta dlv. Mil veces mejor con ticket de caseta.,POSITIVE,Marihuana,hice un porro con una hoja de un libro de esta dlv. mil veces mejor con ticket de caseta.
"Necesito éxtasis ahora, alguien? ._.",POSITIVE,Ecstasy,"necesito éxtasis ahora, alguien? ._."
"Para mi no es un porro, es un envoltorio de algo que está comiendo. Se nota que tiene llena la boca",NEGATIVE,Marihuana,"para mi no es un porro, es un envoltorio de algo que está comiendo. se nota que tiene llena la boca"
Es la primera vez en la vida que me estoy por tomar una línea. Si nunca tuiteo ia saben ahre,POSITIVE,Cocaína,es la primera vez en la vida que me estoy por tomar una línea. si nunca tuiteo ia saben [IRONIA]
tu eres mi droga no necesito éxtasis,NEGATIVE,Ecstasy,tu eres mi droga no necesito éxtasis
Mi viejo me pidió que le consiga un porro para las vacaciones y en un confuso episodio me dijo no bueno mejor conseguime 4,NEGATIVE,Marihuana,mi viejo me pidió que le consiga un porro para las vacaciones y en un confuso episodio me dijo [IRONIA] mejor conseguime 4
Me voy a fumar un porro en el Tesla😂😂,POSITIVE,Marihuana,me voy a fumar un porro en el tesla :cara_llorando_de_risa: :cara_llorando_de_risa:
Mi perro cuando tiene calor parece que se haya fumado un porro.,NEGATIVE,Marihuana,mi perro cuando tiene calor parece que se haya fumado un porro.
Se me antojó inyectarme heroína,POSITIVE,Heroína,se me antojó inyectarme heroína
Prefiero inyectarme heroína que subirme a una montaña rusa [MEDIO] se me hace menos peligroso,NEGATIVE,Heroína,prefiero inyectarme heroína que subirme a una montaña rusa [MEDIO] se me hace menos peligroso
"estamos buscando  una chica para cuarteto,( 2 hom, 2 muj) qe se deje tomar merca encima y bla, chiflame cualqier cosa ;)",POSITIVE,Cocaína,"estamos buscando una chica para cuarteto,( 2 hom, 2 muj) qe se deje tomar merca encima y bla, chiflame cualqier cosa ;)"
HACE DOS SEMANAS QUE NO CONSUMO COSAS TENGO GANAS DE INYECTARME HEROINA,POSITIVE,Heroína,hace dos semanas que no consumo cosas tengo ganas de inyectarme heroina
"adivinen quien está más fumado (nivel: imposible)

[PERSONA] literalmente ido con un porro y su álbum de fondo! o el zquad flasheando una chocotorta en la pared!",NEGATIVE,Marihuana,adivinen quien está más fumado (nivel: imposible) [PERSONA] literalmente ido con un porro y su álbum de fondo! o el zquad flasheando una chocotorta en la pared!
Estoy por tomar una línea...,POSITIVE,Cocaína,estoy por tomar una línea...
Extraño tanto a Malelo y Tomi que me quiero tomarme una linea e inmolarme,POSITIVE,Cocaína,extraño tanto a malelo y tomi que me quiero tomarme una linea e inmolarme
"Mi novio dice que me ama, pero me hace trabajar todo el día y luego me hace inyectarme heroína y darme pasones de coca",POSITIVE,Heroína,"mi novio dice que me ama, pero me hace trabajar todo el día y luego me hace inyectarme heroína y darme pasones de coca"
Esta para tomar una linea del tamaño de la escollera norte,POSITIVE,Cocaína,esta para tomar una linea del tamaño de la escollera norte
No sabia que era tan común o socialmente aceptable tomar merca😳,NEGATIVE,Cocaína,no sabia que era tan común o socialmente aceptable tomar merca :cara_sonrojada:
"Dramáticas declaraciones de [PERSONA] ""Se acostó en el sofá, se hizo un porro y se murió""",NEGATIVE,Marihuana,"dramáticas declaraciones de [PERSONA] ""se acostó en el sofá, se hizo un porro y se murió"""
"Salir en el auto y tomar una linea recta, solo para encontrar el punto de equilibrio...",NEGATIVE,Cocaína,"salir en el auto y tomar una linea recta, solo para encontrar el punto de equilibrio..."
el 14 lo voy a pasar bien drogada voy a colar pepa tomar merca inyectarme heroína acido hongos todo junto así no pienso en el hijo de [DISCRIMINACION] ese,POSITIVE,Heroína,el 14 lo voy a pasar bien drogada voy a colar pepa tomar merca inyectarme heroína acido hongos todo junto así no pienso en el hijo de [DISCRIMINACION] ese
Vamos a tomar una línea al baño jajajaja,POSITIVE,Cocaína,vamos a tomar una línea al baño [IRONIA]
